Timestamp,Station_ID,City,Total_Ports,Occupied_Ports,Queue_Length,Hour,Day_of_Week,Is_Weekend,Traffic_Level,Weather,Battery_Demand,Availability_After_15_Min,Waiting_Time_Minutes
2026-01-01 07:00:00,ST116,Nagpur,4,2,0,7,Thursday,0,Low,Cloudy,51,1,0
2026-01-01 07:15:00,ST120,Mumbai,8,3,0,7,Thursday,0,Low,Rainy,87,1,0
2026-01-01 07:30:00,ST103,Nagpur,8,1,0,7,Thursday,0,Low,Cloudy,26,1,0
2026-01-01 07:45:00,ST116,Mumbai,10,4,0,7,Thursday,0,Low,Cloudy,80,1,0
2026-01-01 08:00:00,ST105,Pune,8,2,0,8,Thursday,0,Medium,Cloudy,43,1,0
2026-01-01 08:15:00,ST101,Pune,4,1,0,8,Thursday,0,Medium,Rainy,34,1,0
2026-01-01 08:30:00,ST120,Pune,6,2,0,8,Thursday,0,Medium,Cloudy,24,1,0
2026-01-01 08:45:00,ST111,Pune,10,9,1,8,Thursday,0,Medium,Rainy,95,1,12
2026-01-01 09:00:00,ST120,Nashik,10,1,0,9,Thursday,0,Medium,Cloudy,41,1,0
2026-01-01 09:15:00,ST113,Nashik,8,6,0,9,Thursday,0,Medium,Rainy,37,1,0
2026-01-01 09:30:00,ST102,Nashik,4,2,0,9,Thursday,0,Medium,Sunny,69,1,0
2026-01-01 09:45:00,ST111,Pune,6,3,0,9,Thursday,0,Medium,Rainy,34,1,0
2026-01-01 10:00:00,ST109,Nashik,8,6,0,10,Thursday,0,Medium,Rainy,30,1,0
2026-01-01 10:15:00,ST108,Pune,6,2,0,10,Thursday,0,Medium,Sunny,51,1,0
2026-01-01 10:30:00,ST120,Nagpur,6,5,0,10,Thursday,0,Medium,Rainy,74,1,0
2026-01-01 10:45:00,ST105,Nashik,8,1,0,10,Thursday,0,Medium,Sunny,26,1,0
2026-01-01 11:00:00,ST114,Nagpur,6,4,0,11,Thursday,0,Medium,Cloudy,46,1,0
2026-01-01 11:15:00,ST100,Mumbai,4,2,0,11,Thursday,0,Medium,Sunny,36,1,0
2026-01-01 11:30:00,ST111,Nashik,6,5,1,11,Thursday,0,Medium,Rainy,31,1,7
2026-01-01 11:45:00,ST102,Mumbai,10,3,0,11,Thursday,0,Medium,Sunny,84,1,0
2026-01-01 12:00:00,ST116,Mumbai,4,2,0,12,Thursday,0,Low,Rainy,81,1,0
2026-01-01 12:15:00,ST103,Pune,10,2,0,12,Thursday,0,Low,Sunny,50,1,0
2026-01-01 12:30:00,ST113,Mumbai,8,3,0,12,Thursday,0,Low,Rainy,24,1,0
2026-01-01 12:45:00,ST110,Pune,10,5,0,12,Thursday,0,Low,Rainy,74,1,0
2026-01-01 13:00:00,ST110,Pune,8,0,0,13,Thursday,0,Low,Sunny,24,1,0
2026-01-01 13:15:00,ST105,Mumbai,4,2,0,13,Thursday,0,Low,Sunny,29,1,0
2026-01-01 13:30:00,ST110,Pune,6,0,0,13,Thursday,0,Low,Sunny,49,1,0
2026-01-01 13:45:00,ST111,Mumbai,4,2,0,13,Thursday,0,Low,Rainy,79,1,0
2026-01-01 14:00:00,ST112,Nagpur,6,0,0,14,Thursday,0,Low,Rainy,47,1,0
2026-01-01 14:15:00,ST103,Pune,4,1,0,14,Thursday,0,Low,Cloudy,78,1,0
2026-01-01 14:30:00,ST116,Pune,4,0,0,14,Thursday,0,Low,Rainy,46,1,0
2026-01-01 14:45:00,ST118,Nagpur,4,0,0,14,Thursday,0,Low,Rainy,60,1,0
2026-01-01 15:00:00,ST100,Nagpur,10,2,0,15,Thursday,0,Low,Sunny,79,1,0
2026-01-01 15:15:00,ST113,Mumbai,8,2,0,15,Thursday,0,Low,Rainy,98,1,0
2026-01-01 15:30:00,ST104,Nagpur,10,4,0,15,Thursday,0,Low,Sunny,83,1,0
2026-01-01 15:45:00,ST119,Nagpur,6,1,0,15,Thursday,0,Low,Cloudy,38,1,0
2026-01-01 16:00:00,ST109,Pune,10,4,0,16,Thursday,0,Low,Cloudy,54,1,0
2026-01-01 16:15:00,ST108,Nashik,4,2,0,16,Thursday,0,Low,Rainy,56,1,0
2026-01-01 16:30:00,ST117,Mumbai,10,0,0,16,Thursday,0,Low,Sunny,28,1,0
2026-01-01 16:45:00,ST105,Nagpur,10,5,0,16,Thursday,0,Low,Sunny,38,1,0
2026-01-01 17:00:00,ST100,Nashik,8,4,0,17,Thursday,0,High,Sunny,51,1,0
2026-01-01 17:15:00,ST105,Nagpur,10,8,0,17,Thursday,0,High,Sunny,55,1,0
2026-01-01 17:30:00,ST108,Mumbai,4,3,0,17,Thursday,0,High,Cloudy,32,1,0
2026-01-01 17:45:00,ST113,Pune,4,2,0,17,Thursday,0,High,Cloudy,49,1,0
2026-01-01 18:00:00,ST100,Mumbai,10,5,0,18,Thursday,0,High,Sunny,62,1,0
2026-01-01 18:15:00,ST110,Nagpur,4,4,1,18,Thursday,0,High,Rainy,27,0,14
2026-01-01 18:30:00,ST118,Pune,8,4,0,18,Thursday,0,High,Sunny,73,1,0
2026-01-01 18:45:00,ST106,Mumbai,10,6,0,18,Thursday,0,High,Cloudy,29,1,0
2026-01-01 19:00:00,ST107,Nagpur,4,4,0,19,Thursday,0,High,Sunny,42,0,0
2026-01-01 19:15:00,ST100,Nagpur,4,3,0,19,Thursday,0,High,Sunny,64,1,0
2026-01-01 19:30:00,ST101,Nashik,8,7,0,19,Thursday,0,High,Rainy,60,1,0
2026-01-01 19:45:00,ST111,Nagpur,10,10,1,19,Thursday,0,High,Sunny,63,0,14
2026-01-01 20:00:00,ST113,Nashik,4,3,0,20,Thursday,0,High,Rainy,76,1,0
2026-01-01 20:15:00,ST119,Pune,10,8,0,20,Thursday,0,High,Cloudy,81,1,0
2026-01-01 20:30:00,ST119,Nagpur,10,6,0,20,Thursday,0,High,Rainy,42,1,0
2026-01-01 20:45:00,ST103,Nashik,4,2,0,20,Thursday,0,High,Cloudy,57,1,0
2026-01-01 21:00:00,ST102,Pune,8,8,0,21,Thursday,0,High,Sunny,24,0,0
2026-01-01 21:15:00,ST110,Mumbai,4,4,2,21,Thursday,0,High,Rainy,71,0,14
2026-01-01 21:30:00,ST114,Nashik,10,9,0,21,Thursday,0,High,Cloudy,71,1,0
2026-01-01 21:45:00,ST101,Mumbai,8,8,2,21,Thursday,0,High,Cloudy,61,0,28
2026-01-01 22:00:00,ST117,Pune,8,6,0,22,Thursday,0,High,Rainy,48,1,0
2026-01-01 22:15:00,ST120,Nashik,8,8,2,22,Thursday,0,High,Sunny,85,0,26
2026-01-01 22:30:00,ST107,Nagpur,8,7,0,22,Thursday,0,High,Cloudy,66,1,0
2026-01-01 22:45:00,ST113,Nagpur,4,2,0,22,Thursday,0,High,Sunny,82,1,0
2026-01-01 23:00:00,ST108,Pune,8,3,0,23,Thursday,0,Low,Sunny,63,1,0
2026-01-01 23:15:00,ST106,Mumbai,10,0,0,23,Thursday,0,Low,Sunny,38,1,0
2026-01-01 23:30:00,ST118,Nashik,8,4,0,23,Thursday,0,Low,Rainy,64,1,0
2026-01-01 23:45:00,ST105,Pune,4,2,0,23,Thursday,0,Low,Rainy,41,1,0
2026-01-02 00:00:00,ST113,Nashik,6,0,0,0,Friday,0,Low,Cloudy,99,1,0
2026-01-02 00:15:00,ST115,Nashik,6,3,0,0,Friday,0,Low,Rainy,63,1,0
2026-01-02 00:30:00,ST101,Mumbai,10,1,0,0,Friday,0,Low,Sunny,26,1,0
2026-01-02 00:45:00,ST103,Nagpur,4,2,0,0,Friday,0,Low,Cloudy,46,1,0
2026-01-02 01:00:00,ST108,Nashik,10,5,0,1,Friday,0,Low,Cloudy,21,1,0
2026-01-02 01:15:00,ST105,Nashik,4,0,0,1,Friday,0,Low,Rainy,76,1,0
2026-01-02 01:30:00,ST120,Mumbai,10,0,0,1,Friday,0,Low,Sunny,77,1,0
2026-01-02 01:45:00,ST106,Pune,8,1,0,1,Friday,0,Low,Cloudy,97,1,0
2026-01-02 02:00:00,ST106,Mumbai,10,2,0,2,Friday,0,Low,Rainy,49,1,0
2026-01-02 02:15:00,ST113,Nagpur,8,3,0,2,Friday,0,Low,Cloudy,29,1,0
2026-01-02 02:30:00,ST115,Nagpur,8,1,0,2,Friday,0,Low,Sunny,84,1,0
2026-01-02 02:45:00,ST102,Mumbai,8,0,0,2,Friday,0,Low,Rainy,71,1,0
2026-01-02 03:00:00,ST104,Nagpur,8,1,0,3,Friday,0,Low,Cloudy,43,1,0
2026-01-02 03:15:00,ST117,Nashik,10,4,0,3,Friday,0,Low,Sunny,92,1,0
2026-01-02 03:30:00,ST118,Mumbai,10,1,0,3,Friday,0,Low,Rainy,31,1,0
2026-01-02 03:45:00,ST120,Mumbai,10,0,0,3,Friday,0,Low,Cloudy,35,1,0
2026-01-02 04:00:00,ST119,Nashik,4,0,0,4,Friday,0,Low,Sunny,66,1,0
2026-01-02 04:15:00,ST107,Mumbai,8,0,0,4,Friday,0,Low,Sunny,45,1,0
2026-01-02 04:30:00,ST120,Mumbai,10,3,0,4,Friday,0,Low,Cloudy,58,1,0
2026-01-02 04:45:00,ST119,Nashik,10,3,0,4,Friday,0,Low,Rainy,25,1,0
2026-01-02 05:00:00,ST112,Mumbai,8,4,0,5,Friday,0,Low,Sunny,49,1,0
2026-01-02 05:15:00,ST114,Mumbai,10,3,0,5,Friday,0,Low,Cloudy,33,1,0
2026-01-02 05:30:00,ST108,Pune,8,4,0,5,Friday,0,Low,Rainy,42,1,0
2026-01-02 05:45:00,ST118,Pune,6,3,0,5,Friday,0,Low,Rainy,87,1,0
2026-01-02 06:00:00,ST102,Mumbai,10,3,0,6,Friday,0,Low,Sunny,67,1,0
2026-01-02 06:15:00,ST118,Mumbai,6,3,0,6,Friday,0,Low,Sunny,36,1,0
2026-01-02 06:30:00,ST105,Pune,10,4,0,6,Friday,0,Low,Cloudy,63,1,0
2026-01-02 06:45:00,ST105,Nashik,4,1,0,6,Friday,0,Low,Cloudy,95,1,0
2026-01-02 07:00:00,ST109,Pune,10,1,0,7,Friday,0,Low,Sunny,57,1,0
2026-01-02 07:15:00,ST111,Nashik,8,2,0,7,Friday,0,Low,Cloudy,45,1,0
2026-01-02 07:30:00,ST120,Pune,6,2,0,7,Friday,0,Low,Cloudy,50,1,0
2026-01-02 07:45:00,ST113,Pune,10,2,0,7,Friday,0,Low,Cloudy,22,1,0
2026-01-02 08:00:00,ST101,Mumbai,6,3,0,8,Friday,0,Medium,Sunny,93,1,0
2026-01-02 08:15:00,ST105,Pune,10,3,0,8,Friday,0,Medium,Sunny,51,1,0
2026-01-02 08:30:00,ST104,Nagpur,10,4,0,8,Friday,0,Medium,Sunny,43,1,0
2026-01-02 08:45:00,ST117,Pune,8,3,0,8,Friday,0,Medium,Cloudy,61,1,0
2026-01-02 09:00:00,ST116,Nashik,8,1,0,9,Friday,0,Medium,Cloudy,33,1,0
2026-01-02 09:15:00,ST107,Mumbai,8,7,0,9,Friday,0,Medium,Cloudy,62,1,0
2026-01-02 09:30:00,ST101,Pune,4,1,0,9,Friday,0,Medium,Rainy,95,1,0
2026-01-02 09:45:00,ST102,Mumbai,10,1,0,9,Friday,0,Medium,Rainy,97,1,0
2026-01-02 10:00:00,ST100,Mumbai,10,2,0,10,Friday,0,Medium,Sunny,56,1,0
2026-01-02 10:15:00,ST101,Pune,4,1,0,10,Friday,0,Medium,Cloudy,99,1,0
2026-01-02 10:30:00,ST116,Nashik,8,2,0,10,Friday,0,Medium,Rainy,54,1,0
2026-01-02 10:45:00,ST102,Nagpur,6,5,0,10,Friday,0,Medium,Cloudy,78,1,0
2026-01-02 11:00:00,ST114,Nagpur,8,6,0,11,Friday,0,Medium,Cloudy,69,1,0
2026-01-02 11:15:00,ST115,Nashik,6,1,0,11,Friday,0,Medium,Cloudy,48,1,0
2026-01-02 11:30:00,ST118,Mumbai,8,2,0,11,Friday,0,Medium,Cloudy,66,1,0
2026-01-02 11:45:00,ST102,Nashik,4,3,0,11,Friday,0,Medium,Sunny,89,1,0
2026-01-02 12:00:00,ST115,Mumbai,4,0,0,12,Friday,0,Low,Rainy,35,1,0
2026-01-02 12:15:00,ST100,Pune,4,2,0,12,Friday,0,Low,Sunny,44,1,0
2026-01-02 12:30:00,ST100,Nashik,10,4,0,12,Friday,0,Low,Rainy,48,1,0
2026-01-02 12:45:00,ST114,Mumbai,10,1,0,12,Friday,0,Low,Cloudy,69,1,0
2026-01-02 13:00:00,ST115,Mumbai,10,0,0,13,Friday,0,Low,Rainy,27,1,0
2026-01-02 13:15:00,ST106,Pune,10,5,0,13,Friday,0,Low,Rainy,34,1,0
2026-01-02 13:30:00,ST118,Mumbai,10,0,0,13,Friday,0,Low,Sunny,57,1,0
2026-01-02 13:45:00,ST113,Nagpur,6,0,0,13,Friday,0,Low,Sunny,81,1,0
2026-01-02 14:00:00,ST103,Mumbai,8,4,0,14,Friday,0,Low,Rainy,26,1,0
2026-01-02 14:15:00,ST110,Mumbai,8,1,0,14,Friday,0,Low,Rainy,43,1,0
2026-01-02 14:30:00,ST101,Mumbai,6,3,0,14,Friday,0,Low,Sunny,41,1,0
2026-01-02 14:45:00,ST113,Nagpur,4,1,0,14,Friday,0,Low,Rainy,49,1,0
2026-01-02 15:00:00,ST100,Nashik,8,1,0,15,Friday,0,Low,Sunny,95,1,0
2026-01-02 15:15:00,ST102,Mumbai,6,2,0,15,Friday,0,Low,Rainy,29,1,0
2026-01-02 15:30:00,ST111,Nagpur,6,3,0,15,Friday,0,Low,Sunny,23,1,0
2026-01-02 15:45:00,ST105,Nashik,10,5,0,15,Friday,0,Low,Rainy,26,1,0
2026-01-02 16:00:00,ST116,Nagpur,10,0,0,16,Friday,0,Low,Sunny,20,1,0
2026-01-02 16:15:00,ST113,Pune,8,3,0,16,Friday,0,Low,Rainy,88,1,0
2026-01-02 16:30:00,ST119,Pune,10,0,0,16,Friday,0,Low,Sunny,46,1,0
2026-01-02 16:45:00,ST115,Mumbai,10,5,0,16,Friday,0,Low,Cloudy,88,1,0
2026-01-02 17:00:00,ST120,Pune,6,5,1,17,Friday,0,High,Cloudy,80,1,11
2026-01-02 17:15:00,ST108,Pune,4,2,0,17,Friday,0,High,Rainy,92,1,0
2026-01-02 17:30:00,ST107,Pune,4,3,0,17,Friday,0,High,Sunny,83,1,0
2026-01-02 17:45:00,ST108,Pune,8,4,0,17,Friday,0,High,Rainy,26,1,0
2026-01-02 18:00:00,ST107,Nashik,4,3,0,18,Friday,0,High,Rainy,36,1,0
2026-01-02 18:15:00,ST113,Nashik,4,2,0,18,Friday,0,High,Sunny,55,1,0
2026-01-02 18:30:00,ST109,Nagpur,6,4,0,18,Friday,0,High,Cloudy,54,1,0
2026-01-02 18:45:00,ST117,Pune,8,6,0,18,Friday,0,High,Cloudy,86,1,0
2026-01-02 19:00:00,ST105,Nashik,8,4,0,19,Friday,0,High,Cloudy,44,1,0
2026-01-02 19:15:00,ST107,Pune,10,9,1,19,Friday,0,High,Sunny,84,1,15
2026-01-02 19:30:00,ST103,Nashik,8,5,0,19,Friday,0,High,Sunny,79,1,0
2026-01-02 19:45:00,ST117,Mumbai,10,6,0,19,Friday,0,High,Cloudy,96,1,0
2026-01-02 20:00:00,ST103,Nashik,6,3,0,20,Friday,0,High,Sunny,71,1,0
2026-01-02 20:15:00,ST105,Nagpur,6,3,0,20,Friday,0,High,Rainy,85,1,0
2026-01-02 20:30:00,ST114,Nagpur,8,5,0,20,Friday,0,High,Sunny,83,1,0
2026-01-02 20:45:00,ST109,Pune,6,5,0,20,Friday,0,High,Cloudy,78,1,0
2026-01-02 21:00:00,ST109,Mumbai,8,6,0,21,Friday,0,High,Rainy,60,1,0
2026-01-02 21:15:00,ST109,Pune,8,5,0,21,Friday,0,High,Rainy,25,1,0
2026-01-02 21:30:00,ST110,Nashik,10,6,0,21,Friday,0,High,Cloudy,98,1,0
2026-01-02 21:45:00,ST119,Mumbai,6,3,0,21,Friday,0,High,Rainy,77,1,0
2026-01-02 22:00:00,ST113,Nashik,4,2,0,22,Friday,0,High,Cloudy,44,1,0
2026-01-02 22:15:00,ST106,Nagpur,4,4,2,22,Friday,0,High,Cloudy,24,0,20
2026-01-02 22:30:00,ST103,Nagpur,4,2,0,22,Friday,0,High,Cloudy,94,1,0
2026-01-02 22:45:00,ST112,Nashik,4,2,0,22,Friday,0,High,Cloudy,70,1,0
2026-01-02 23:00:00,ST113,Pune,4,2,0,23,Friday,0,Low,Cloudy,42,1,0
2026-01-02 23:15:00,ST105,Nashik,6,3,0,23,Friday,0,Low,Cloudy,100,1,0
2026-01-02 23:30:00,ST113,Pune,8,1,0,23,Friday,0,Low,Sunny,38,1,0
2026-01-02 23:45:00,ST116,Pune,8,1,0,23,Friday,0,Low,Sunny,100,1,0
2026-01-03 00:00:00,ST120,Nashik,6,3,0,0,Saturday,1,Low,Cloudy,77,1,0
2026-01-03 00:15:00,ST110,Nagpur,6,1,0,0,Saturday,1,Low,Sunny,89,1,0
2026-01-03 00:30:00,ST101,Nagpur,4,2,0,0,Saturday,1,Low,Cloudy,25,1,0
2026-01-03 00:45:00,ST103,Pune,10,1,0,0,Saturday,1,Low,Sunny,86,1,0
2026-01-03 01:00:00,ST101,Mumbai,10,3,0,1,Saturday,1,Low,Sunny,83,1,0
2026-01-03 01:15:00,ST120,Nashik,4,1,0,1,Saturday,1,Low,Cloudy,42,1,0
2026-01-03 01:30:00,ST106,Nashik,10,5,0,1,Saturday,1,Low,Cloudy,31,1,0
2026-01-03 01:45:00,ST105,Nashik,6,1,0,1,Saturday,1,Low,Rainy,81,1,0
2026-01-03 02:00:00,ST114,Pune,10,2,0,2,Saturday,1,Low,Rainy,91,1,0
2026-01-03 02:15:00,ST103,Mumbai,8,1,0,2,Saturday,1,Low,Rainy,69,1,0
2026-01-03 02:30:00,ST117,Mumbai,6,3,0,2,Saturday,1,Low,Sunny,69,1,0
2026-01-03 02:45:00,ST117,Nashik,4,0,0,2,Saturday,1,Low,Sunny,62,1,0
2026-01-03 03:00:00,ST111,Nashik,6,2,0,3,Saturday,1,Low,Cloudy,69,1,0
2026-01-03 03:15:00,ST105,Mumbai,6,0,0,3,Saturday,1,Low,Sunny,56,1,0
2026-01-03 03:30:00,ST104,Mumbai,10,3,0,3,Saturday,1,Low,Rainy,80,1,0
2026-01-03 03:45:00,ST106,Nagpur,8,1,0,3,Saturday,1,Low,Rainy,71,1,0
2026-01-03 04:00:00,ST110,Nashik,8,1,0,4,Saturday,1,Low,Sunny,75,1,0
2026-01-03 04:15:00,ST106,Mumbai,6,1,0,4,Saturday,1,Low,Cloudy,93,1,0
2026-01-03 04:30:00,ST100,Nagpur,10,4,0,4,Saturday,1,Low,Rainy,99,1,0
2026-01-03 04:45:00,ST117,Pune,6,2,0,4,Saturday,1,Low,Cloudy,95,1,0
2026-01-03 05:00:00,ST108,Pune,6,0,0,5,Saturday,1,Low,Cloudy,95,1,0
2026-01-03 05:15:00,ST112,Pune,6,3,0,5,Saturday,1,Low,Cloudy,20,1,0
2026-01-03 05:30:00,ST109,Nagpur,6,0,0,5,Saturday,1,Low,Cloudy,84,1,0
2026-01-03 05:45:00,ST109,Nashik,6,1,0,5,Saturday,1,Low,Cloudy,48,1,0
2026-01-03 06:00:00,ST104,Nagpur,10,4,0,6,Saturday,1,Low,Sunny,33,1,0
2026-01-03 06:15:00,ST114,Nashik,6,3,0,6,Saturday,1,Low,Rainy,56,1,0
2026-01-03 06:30:00,ST105,Nagpur,10,5,0,6,Saturday,1,Low,Sunny,59,1,0
2026-01-03 06:45:00,ST103,Mumbai,4,0,0,6,Saturday,1,Low,Cloudy,40,1,0
2026-01-03 07:00:00,ST103,Nashik,10,0,0,7,Saturday,1,Low,Rainy,27,1,0
2026-01-03 07:15:00,ST105,Mumbai,6,1,0,7,Saturday,1,Low,Cloudy,28,1,0
2026-01-03 07:30:00,ST104,Nagpur,6,1,0,7,Saturday,1,Low,Rainy,64,1,0
2026-01-03 07:45:00,ST115,Mumbai,10,3,0,7,Saturday,1,Low,Rainy,46,1,0
2026-01-03 08:00:00,ST118,Pune,10,8,0,8,Saturday,1,Medium,Cloudy,98,1,0
2026-01-03 08:15:00,ST102,Mumbai,6,1,0,8,Saturday,1,Medium,Sunny,50,1,0
2026-01-03 08:30:00,ST114,Mumbai,6,4,0,8,Saturday,1,Medium,Rainy,65,1,0
2026-01-03 08:45:00,ST107,Nagpur,8,1,0,8,Saturday,1,Medium,Sunny,36,1,0
2026-01-03 09:00:00,ST114,Nagpur,6,1,0,9,Saturday,1,Medium,Cloudy,100,1,0
2026-01-03 09:15:00,ST119,Nashik,10,2,0,9,Saturday,1,Medium,Rainy,67,1,0
2026-01-03 09:30:00,ST103,Pune,4,2,0,9,Saturday,1,Medium,Sunny,67,1,0
2026-01-03 09:45:00,ST112,Pune,10,8,0,9,Saturday,1,Medium,Cloudy,51,1,0
2026-01-03 10:00:00,ST113,Nagpur,6,5,0,10,Saturday,1,Medium,Cloudy,78,1,0
2026-01-03 10:15:00,ST104,Pune,6,3,0,10,Saturday,1,Medium,Sunny,60,1,0
2026-01-03 10:30:00,ST110,Mumbai,10,8,0,10,Saturday,1,Medium,Cloudy,28,1,0
2026-01-03 10:45:00,ST101,Mumbai,6,5,0,10,Saturday,1,Medium,Rainy,42,1,0
2026-01-03 11:00:00,ST104,Mumbai,4,3,0,11,Saturday,1,Medium,Sunny,99,1,0
2026-01-03 11:15:00,ST104,Mumbai,8,1,0,11,Saturday,1,Medium,Cloudy,98,1,0
2026-01-03 11:30:00,ST110,Nagpur,10,5,0,11,Saturday,1,Medium,Cloudy,99,1,0
2026-01-03 11:45:00,ST104,Nagpur,8,6,0,11,Saturday,1,Medium,Cloudy,42,1,0
2026-01-03 12:00:00,ST112,Mumbai,4,1,0,12,Saturday,1,Low,Rainy,75,1,0
2026-01-03 12:15:00,ST103,Nagpur,6,0,0,12,Saturday,1,Low,Cloudy,99,1,0
2026-01-03 12:30:00,ST109,Mumbai,4,2,0,12,Saturday,1,Low,Rainy,69,1,0
2026-01-03 12:45:00,ST113,Pune,10,0,0,12,Saturday,1,Low,Cloudy,83,1,0
2026-01-03 13:00:00,ST105,Pune,6,2,0,13,Saturday,1,Low,Cloudy,43,1,0
2026-01-03 13:15:00,ST115,Nashik,10,2,0,13,Saturday,1,Low,Rainy,37,1,0
2026-01-03 13:30:00,ST107,Nashik,6,1,0,13,Saturday,1,Low,Rainy,25,1,0
2026-01-03 13:45:00,ST103,Mumbai,4,1,0,13,Saturday,1,Low,Sunny,59,1,0
2026-01-03 14:00:00,ST117,Pune,6,1,0,14,Saturday,1,Low,Rainy,62,1,0
2026-01-03 14:15:00,ST115,Pune,10,0,0,14,Saturday,1,Low,Sunny,83,1,0
2026-01-03 14:30:00,ST105,Mumbai,8,4,0,14,Saturday,1,Low,Sunny,20,1,0
2026-01-03 14:45:00,ST100,Mumbai,4,2,0,14,Saturday,1,Low,Sunny,81,1,0
2026-01-03 15:00:00,ST104,Pune,6,3,0,15,Saturday,1,Low,Cloudy,40,1,0
2026-01-03 15:15:00,ST112,Nashik,6,3,0,15,Saturday,1,Low,Cloudy,32,1,0
2026-01-03 15:30:00,ST114,Pune,10,1,0,15,Saturday,1,Low,Sunny,70,1,0
2026-01-03 15:45:00,ST108,Mumbai,8,3,0,15,Saturday,1,Low,Cloudy,43,1,0
2026-01-03 16:00:00,ST117,Nashik,10,3,0,16,Saturday,1,Low,Sunny,51,1,0
2026-01-03 16:15:00,ST103,Nashik,6,0,0,16,Saturday,1,Low,Rainy,81,1,0
2026-01-03 16:30:00,ST108,Nashik,6,3,0,16,Saturday,1,Low,Cloudy,52,1,0
2026-01-03 16:45:00,ST108,Mumbai,6,0,0,16,Saturday,1,Low,Rainy,98,1,0
2026-01-03 17:00:00,ST120,Nagpur,6,3,0,17,Saturday,1,High,Rainy,34,1,0
2026-01-03 17:15:00,ST108,Nagpur,4,2,0,17,Saturday,1,High,Rainy,70,1,0
2026-01-03 17:30:00,ST106,Mumbai,8,6,0,17,Saturday,1,High,Cloudy,85,1,0
2026-01-03 17:45:00,ST103,Nashik,10,7,0,17,Saturday,1,High,Cloudy,64,1,0
2026-01-03 18:00:00,ST102,Nashik,4,4,0,18,Saturday,1,High,Rainy,57,0,0
2026-01-03 18:15:00,ST116,Nagpur,10,8,0,18,Saturday,1,High,Cloudy,57,1,0
2026-01-03 18:30:00,ST113,Nashik,10,10,1,18,Saturday,1,High,Cloudy,99,0,15
2026-01-03 18:45:00,ST115,Mumbai,6,4,0,18,Saturday,1,High,Rainy,91,1,0
2026-01-03 19:00:00,ST114,Nagpur,6,5,0,19,Saturday,1,High,Cloudy,49,1,0
